dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered
GSE185381,Control0004,2476,1244,71,1173,PASS,OK,522.220439729551,13733.0587897212,445.696753060493,2915.88393021928,10.9856770692136,0,2232,1035,FALSE,consensus_union,522.220439729551,445.696753060493,10.9856770692136,1232,0,0.497576736672052,0.019808,0.0570739549839228,10x,FALSE
GSE185381,Control0058,5982,5620,607,5013,PASS,OK,500,8242.80643921395,329.114109500239,2068.05171930651,10.7843880088622,0.336651695370072,1723,805,FALSE,consensus_union,384.815659980787,329.114109500239,10.7843880088622,362,0,0.0605148779672351,0.047856,0.108007117437722,10x,FALSE
GSE185381,PAXMIJ,1028,943,36,907,PASS,OK,500,7015.81666024897,224.632488872318,2333.48258139963,10.6949544044222,0.370724779224147,1255,721,FALSE,consensus_union,236.456435556446,224.632488872318,10.6949544044222,85,0,0.0826848249027238,0.008224,0.0381760339342524,10x,FALSE
GSE185381,PAUMTZ,4766,4349,358,3991,PASS,OK,583.7796063661,38950.64464746,380.397002129156,6226.44496865887,9.09930663078584,0.161268503149468,4715,1526,FALSE,consensus_union,583.7796063661,380.397002129156,9.09930663078584,417,0,0.0874947545111204,0.038128,0.0823177742009657,10x,FALSE
GSE185381,AML038,3575,3116,204,2912,PASS,OK,2145.14350184964,38366.2836211358,1127.52184024624,7098.08068839908,15.4503189497145,0.262872416700699,9000,2856,FALSE,consensus_union,2145.14350184964,1127.52184024624,15.4503189497145,459,0,0.128391608391608,0.0286,0.0654685494223363,10x,FALSE
GSE185381,AML008,4341,3756,269,3487,PASS,OK,1790.36626690303,16840.7334059948,999.254859515334,4099.63080088192,12.6520028423569,0.339119998585521,5560,2046,FALSE,consensus_union,1790.36626690303,999.254859515334,12.6520028423569,585,0,0.134761575673808,0.034728,0.071618743343983,10x,FALSE
GSE185381,AML043,1408,1243,57,1186,PASS,OK,664.556854683421,51004.8880861323,512.880476399917,7900.8037670756,14.3946374615138,0.406439214276942,5778,2014.5,FALSE,consensus_union,664.556854683421,512.880476399917,14.3946374615138,165,0,0.1171875,0.011264,0.0458567980691875,10x,FALSE
GSE185381,AML028,4624,4261,353,3908,PASS,OK,1289.13940849654,32416.7888473267,741.974177211474,7207.33438473268,13.5357053926748,0.348043993904232,6279,2279.5,FALSE,consensus_union,1289.13940849654,741.974177211474,13.5357053926748,363,0,0.0785034602076125,0.036992,0.0828444027223656,10x,FALSE
GSE185381,AML056,2014,1885,92,1793,PASS,OK,624.356260628088,18173.5184149278,384.746958203836,4433.13706224643,15.1183996770197,0.413876760951979,3234,1282,FALSE,consensus_union,624.356260628088,384.746958203836,15.1183996770197,129,0,0.0640516385302879,0.016112,0.0488063660477454,10x,FALSE
GSE185381,AML073,5248,4709,350,4359,PASS,OK,500,23506.24626731,235.711335612822,5842.32402917618,12.3386192094943,0.672258355786945,2974,1148,FALSE,consensus_union,416.645426437998,235.711335612822,12.3386192094943,539,0,0.102705792682927,0.041984,0.0743257591845402,10x,FALSE
GSE185381,AML006,3056,2666,174,2492,PASS,OK,500,21140.9260374645,200,4851.74200451387,13.7612878395184,0.712518328874898,2338,921,FALSE,consensus_union,306.012706753497,195.131768985078,13.7612878395184,390,0,0.12761780104712,0.024448,0.0652663165791448,10x,FALSE
GSE185381,AML025,3728,3380,248,3132,PASS,OK,1248.56909261193,36195.0365962217,662.393572642793,6550.31869148256,16.1575052852861,0.484840245731597,6684.5,2077.5,FALSE,consensus_union,1248.56909261193,662.393572642793,16.1575052852861,348,0,0.0933476394849786,0.029824,0.0733727810650888,10x,FALSE
GSE185381,AML003,6362,5721,508,5213,PASS,OK,852.988262731609,27947.4021408673,525.150527653023,5390.46587775756,12.0237728847834,0.514144470113955,4690,1656,FALSE,consensus_union,852.988262731609,525.150527653023,12.0237728847834,641,0,0.100754479723357,0.050896,0.0887956650935151,10x,FALSE
GSE185381,AML012,4680,4481,352,4129,PASS,OK,920.75533828959,26257.6691055752,527.369254504695,4685.87043877053,17.9800741110194,0.228097817287867,4780,1543,FALSE,consensus_union,920.75533828959,527.369254504695,17.9800741110194,199,0,0.0425213675213675,0.03744,0.0785538942200402,10x,FALSE
GSE185381,AML005,4021,3827,298,3529,PASS,OK,787.260539712128,57207.8984378774,605.517436630572,8264.28554699583,17.3066826975535,0.142674477018524,6525,2198,FALSE,consensus_union,787.260539712128,605.517436630572,17.3066826975535,194,0,0.0482467047998011,0.032168,0.0778677815521296,10x,FALSE
GSE185381,AML055,5294,5070,457,4613,PASS,OK,500,104649.63845284,313.904279209806,13789.1716892045,17.1755364908227,0.139553901764153,6519,1960,FALSE,consensus_union,489.878414850927,313.904279209806,17.1755364908227,224,0,0.0423120513789196,0.042352,0.090138067061144,10x,FALSE
GSE185381,AML048,2201,2119,114,2005,PASS,OK,757.393453678432,34733.1243387919,395.222027280004,8070.89630593924,19.6697221243349,0.17021326864688,4989,1743,FALSE,consensus_union,757.393453678432,395.222027280004,19.6697221243349,82,0,0.0372557928214448,0.017608,0.0537989617744219,10x,FALSE
GSE185381,AML0048,4281,3940,261,3679,PASS,OK,650.237258847633,14072.7478708571,419.958111198884,2865.54531966187,16.1054764597754,0.226237541528239,2900,1076,FALSE,consensus_union,650.237258847633,419.958111198884,16.1054764597754,341,0,0.0796542863816865,0.034248,0.066243654822335,10x,FALSE
GSE185381,AML3266,2975,1469,100,1369,PASS,OK,794.802506704718,70414.1727383757,581.124508028989,9024.0558220243,11.901392896839,0,6074,1987,FALSE,consensus_union,794.802506704718,581.124508028989,11.901392896839,1506,0,0.506218487394958,0.0238,0.068073519400953,10x,FALSE
GSE185381,AML022,879,778,24,754,PASS,OK,500,20453.9928964589,200,4505.26246617168,14.4891573388249,0.128213697340551,2505,973.5,FALSE,consensus_union,306.297603197302,195.709130515816,14.4891573388249,101,0,0.114903299203641,0.007032,0.0308483290488432,10x,FALSE
GSE185381,Control0082,8765,7856,1033,6823,PASS,OK,500,5639.57442724045,239.026082059672,1911.82483544167,12.0757713837768,0.215754455445545,1413,645,FALSE,consensus_union,397.372005443426,239.026082059672,12.0757713837768,909,0,0.103707929264119,0.07012,0.131491853360489,10x,FALSE
GSE185381,AML052,8954,7230,925,6305,PASS,OK,568.691522502596,23375.2666850055,384.276284762097,5669.2959893394,12.8769298551309,0.361339836367327,3337,1387,FALSE,consensus_union,568.691522502596,384.276284762097,12.8769298551309,1724,0,0.192539647085102,0.071632,0.127939142461964,10x,FALSE
GSE185381,AML2123,1333,799,33,766,PASS,OK,500,73942.1328691743,241.897034565495,9880.71641429267,19.7256580008881,1.77677416108878,5675.5,1638,FALSE,consensus_union,431.417146925427,241.897034565495,19.7256580008881,534,0,0.400600150037509,0.010664,0.0413016270337922,10x,FALSE
GSE185381,Control4003,6890,5168,499,4669,PASS,OK,534.121516312091,12797.8555277034,330.006513074965,3620.07703686933,10.8474146532732,0,2315,999,FALSE,consensus_union,534.121516312091,330.006513074965,10.8474146532732,1722,0,0.249927431059507,0.05512,0.0965557275541796,10x,FALSE
GSE185381,AML1371,3190,1576,114,1462,PASS,OK,1892.96318097271,10926.9447012547,951.525791611229,3123.58952978793,12.6915462220181,0,4405.5,1680,FALSE,consensus_union,1892.96318097271,951.525791611229,12.6915462220181,1614,0,0.505956112852665,0.02552,0.0723350253807107,10x,FALSE
GSE185381,AML4340,2800,2583,164,2419,PASS,OK,1364.17409087557,23074.5549344047,905.899956972157,3192.07433198816,12.4848368826759,0.0785098733699801,5287,1667,FALSE,consensus_union,1364.17409087557,905.899956972157,12.4848368826759,217,0,0.0775,0.0224,0.0634920634920635,10x,FALSE
GSE185381,AML0024,6141,5042,471,4571,PASS,OK,3138.15920968961,21421.3481560896,1187.24626098708,4192.35769659264,8.60396069988653,0.127886259916491,8240,2232,FALSE,consensus_union,3138.15920968961,1187.24626098708,8.60396069988653,1099,0,0.178961081257124,0.049128,0.0934153113843713,10x,FALSE
GSE185381,AML4897,2844,2444,170,2274,PASS,OK,1474.10350246174,10125.903625541,815.267100855133,2826.46509049979,8.49947993913107,0.134050196850394,3763.5,1494.5,FALSE,consensus_union,1474.10350246174,815.267100855133,8.49947993913107,400,0,0.140646976090014,0.022752,0.0695581014729951,10x,FALSE
GSE185381,AML009,4472,2895,232,2663,PASS,OK,529.747387643318,11982.8434232394,422.66599158699,3979.99610445067,18.0809071102232,0,2219,1190,FALSE,consensus_union,529.747387643318,422.66599158699,18.0809071102232,1577,0,0.352638640429338,0.035776,0.0801381692573403,10x,FALSE
GSE185381,Control0005,6474,3627,344,3283,PASS,OK,525.149757281458,14364.0207301041,376.887179618717,4320.06204521779,9.77220599068733,0,2197,1081,FALSE,consensus_union,525.149757281458,376.887179618717,9.77220599068733,2847,0,0.439759036144578,0.051792,0.0948442238764819,10x,FALSE
GSE185381,AML026,1097,956,36,920,PASS,OK,597.295403863128,15954.5326121139,343.078803753885,4903.27289705361,16.8919153279553,0.20875526778849,3140,1329,FALSE,consensus_union,597.295403863128,343.078803753885,16.8919153279553,141,0,0.128532360984503,0.008776,0.0376569037656904,10x,FALSE
GSE185381,AML051,1679,1529,65,1464,PASS,OK,500,8611.61182870399,295.119923717545,2157.78044388991,13.1137434185693,0.281467321105658,1892,784,FALSE,consensus_union,435.68719475883,295.119923717545,13.1137434185693,150,0,0.0893388921977367,0.013432,0.0425114453891432,10x,FALSE
GSE185381,AML001,466,359,10,349,PASS,OK,500,81964.2079437726,450.760088227498,10374.4455690137,18.4477911668526,0.0298870011704906,6249,2236,FALSE,consensus_union,397.227372981327,450.760088227498,18.4477911668526,107,0,0.229613733905579,0.003728,0.0278551532033426,10x,FALSE
GSE185381,AML0693,3604,2911,208,2703,PASS,OK,500,42163.4196122595,200,6888.7528480699,20,0.328845762630927,2443,990,FALSE,consensus_union,154.947963426108,154.753120559215,21.0815857075092,693,0,0.192286348501665,0.028832,0.0714531088972862,10x,FALSE
GSE185381,AML3948,8636,6860,876,5984,PASS,OK,1001.78065578347,28699.939287123,467.716426791965,5398.40137178475,17.9099325492086,0,4952.5,1497,FALSE,consensus_union,1001.78065578347,467.716426791965,17.9099325492086,1776,0,0.205650764242705,0.069088,0.127696793002915,10x,FALSE
GSE185381,AML3730,5053,4750,436,4314,PASS,OK,1262.00279968026,51642.7768753857,598.503527667515,7438.71973044286,15.4051224535805,0.0824799394398183,7877,2065,FALSE,consensus_union,1262.00279968026,598.503527667515,15.4051224535805,303,0,0.0599643775974669,0.040424,0.0917894736842105,10x,FALSE
GSE185381,AML0114,5320,4726,387,4339,PASS,OK,500,56020.8006296978,261.655013987098,8275.44623359202,15.669252057544,0.0612147308239484,3964,1416,FALSE,consensus_union,314.95790495087,261.655013987098,15.669252057544,594,0,0.111654135338346,0.04256,0.0818874312314854,10x,FALSE
